paper_title,abstract,session_name,session_id,paper_id
Analyzing electronic medical records (EMRs) use by midwives to support Black Women's birthing care.," Healthcare informatics as a field advanced as a result of the collaboration between engineers and clinicians over the last several decades, capitalizing on the possibilities that mobile devices, electronic medical records (EMRs) and other information and communications technologies (ICTs) bring to medical decision-making contexts. EMR use has been demonstrated to successfully communicate, create, disseminate, store and manage medical information. Overwhelming evidence exists that successfully implemented EMRs are a key component for improving health and healthcare management. The applications play a critical role in clinical information management, error mitigation, decision making and data collection. Specifically, this work is interested in EMRs utilization and their effects on the midwifery work environment and resulting birthing health outcomes (for mother and child) using a socio-technical systems approach. This work will report on a scoping review of literature identifying the use of EMRs by midwives as they care for Black women’s maternal birthing health and document that care. The maternal mortality rates among Black women are significantly higher than other US women in childbirth, regardless of income status. As a result of triangulating the review findings with focus groups with clinicians, midwives and potentially Black mothers, this work will present the perceived advantages, disadvantages and limitations to EMRs and their impacts on the work lives of midwives. These findings will inform the design of midwifery work as well as the design of EMRs in use.",Patient Care and Treatment I,160,625
Toward integrating decision theater into digital supply chain management: literature review and conceptualization," We first review the state-of-the-art conceptual research and industry applications in supply chain management with digital twin and decision theater, respectively. Then, the reviewing result discloses the challenges about lacking interrelated communications during complex decision-making processes involving multiple stakeholders participating in digital supply chain management. Transdisciplinary dialogue rooted in immersive environment of decision theater facilitates the communication process between scientific and nonscientific. Therefore, we discuss the opportunities on integrating decision theater into the decision-making process of digital supply chain management to increase and promote the sustainability of supply chain. Finally, conclusion remarks detail our future works.","Digital Innovation in Supply Chain Management: Simulation, Decision Support, and Shared Tools",44,626
IISE Chapter Bank Account learnings and best practices to keep a chapter bank account with todays US banking regulations," This session is intended for any USA chapter that has a dedicated checking or savings account under their name. If the Chapter is able to secure money from a 'parent' organization (e.g. requesting a check that is written on behalf of the chapter by their university or company), this session is not intended for you. The evolution of USA banking regulations has resulted in both Student and Professional Chapters bank accounts to be at risk. Current banking regulations require support documentation from the chapters that are often not done or are incomplete. This session will present what chapters need to understand and have in place as supporting documentation and processes to present to their local banks in order to protect their bank accounts.",Personal Development I,162,627
Noninvasive real-time zone-level determination of critical quality attributes for engineered tissues," Engineered Tissue (ET) are quickly becoming potential therapeutic alternatives for treating various medical conditions, and is also being used widely in drug testing, disease progression studies. Despite its significant potential; ET are hindered as mainstream alternative to animal models due the lack of scalable, non-invasive and non-destructive approach for real-time monitoring of cell health. Current quality evaluation techniques are inherently destructive in nature and involve immunostaining or biochemical assays originally designed for 2D cell environments, and may require microscopic examination. Dielectric impedance spectroscopy (IS) is an innovative, non-invasive, and non-destructive approach for evaluating the critical quality attributes of an ET. Existing research prove that impedance matrix recordings such as impedance (Z), relative permittivity (∆ε), Cole-Cole-alpha (α), and critical frequency (fc) can be used to estimate the critical quality attributes (CQA’s) such as cell viability, cellular functionality, and cell health of an ET in real-time. However, a notable gap exists in literature regarding the determination of CQA’s at a localized region within an ET. In this study, we conducted structured experiments to validate the hypothesis that IS matrices accurately identify localized region-level CQA’s of an ET. We developed 1D, 2D, & 3D sensing devices capable of real-time determination of cell count and cell type in localized regions. Additionally, we observed promising results in drug testing, particularly in the real-time assessment of cancer progression in triple negative breast cancer cells and pancreatic cells. Preliminary findings suggest that IS is a viable approach for monitoring an ET's CQA's in cancer research.",Composites in Additive Manufacturing,29,628
Towards a Robust Deep Reinforcement Learning for Optimization of Heating Setup in Thermoforming Process," Thermoforming, a commonly used method in thermoplastic and composites manufacturing, involves interaction of various components influencing the quality and efficiency of the final product. Among those, precise modification of heater settings plays a pivotal role in optimizing the process. While traditional control theories have been historically employed for process optimization, recent advancements in Artificial Intelligence (AI) have encouraged its widespread adoption across diverse manufacturing domains. However, AI application in thermoforming remains limited to date. This case study harnesses Deep Reinforcement Learning (DRL) to enhance thermoforming primary operations' effectiveness. Namely, the goal is to optimize the input heating settings of the process and reduce energy consumption, using a Multi-Agent Reinforcement Learning (MARL) integrated with Transfer Learning (TL). We show how the model can be employed for thermoplastic sheets of different properties. Finally, drawing knowledge from previous learning tasks, the robustness of the transferred multi-agent RL model is analysed against manufacturing uncertainty factors, such as the distance of the thermoplastic sheet from the heaters, initial temperature at the beginning of the process, and external disturbances including variations in heat convection coefficient.",Digital Manufacturing and Industry 4.0-I,45,629
"Towards Operational Excellence in data-challenged, small, family-owned manufacturing companies - Improving data workflows at shop level in an Mexican automotive company"," Nearshoring is creating many opportunities for Mexican companies; however, Mexican SMEs, family-owned, are facing tough challenges in reaching operational excellence due, among other reasons, to the overall lack of quality, reliable data to manage and improve operations. In an environment where data is becoming a competitive factor itself, these companies need to improve their data workflows with full, reliable, on-time information to drive operational excellence. This paper presents a medium, family-owned, Mexican company dedicated to manufacture drum brakes and kacing plates for heavy-duty trucks that is looking to improve its performance. A senior engineering class, dedicated to specializing in operation excellence, performed an integral OE + I40 assessment for one of the two main manufacturing process: machining. The main assessment outcome is the lack of adequate, reliable, on-time operational data to feed management and improvement processes. The assessment pointed out that processes need to be standardized, data need to be digitally collected and fed to management processes and production planning needs to be automated and monitored to identify real operation performance. Three projects were developed using a lean approach: 1. Design digital data workflows from shop level to cloud-based databases, 2. Calculate real production capacity per machine and per process, 3. Design an automated, data-driven production planning system fed by the other two projects. The resulting digital information processes were standardized, using visual management principles, and error-free by including poka-yokes to minimize unreliable data. Resulting data will be used to drive factual-based operations management and corresponding improvement projects",Manufacturing Organizations II,140,630
Exploring the Impact of Mechanical Properties on 3D Object Performance through SolidWorks Simulation," The continual advancements in 3D-modeling and simulation tools have significantly transformed the landscape of product design and development. This revolution enables the evaluation of object behavior and functionality through simulations before the commencement of physical prototyping. Despite these advancements, the optimization of design parameters remains a formidable challenge for those aiming to produce high-performing products within budgetary and time constraints. Simulation emerges as a potent tool, offering a means to assess and refine designs effectively. This process contributes to improved product performance, decreased manufacturing costs,and a faster time-to-market. This research utilizes the SolidWorks-Simulation to analyze the influence of mechanical properties on the performance of 3D-objects. The evaluation encompasses stress analysis, displacement, and deformation under various loading conditions, considering different materials. Following the ASTM-D628 standard for specimen design—a representation of real-world applications—ensures the findings' relevance and applicability. This study explores two primary parameters under static conditions: the mechanical properties of distinct polymer materials (ABS,PC,PMMA) and varying loading values (1000,3000,5000N). The results reveal that ABS absorbs the loading force and deforms with slightly higher values compared to PC and PMMA materials. Moreover, stress values across the proposed materials remain comparable under different loading conditions. As the load increases, ABS and PC materials exhibit a dramatic rise, while PMMA material shows a consistent incremental pattern. In essence, this investigation underscores the profound impact of mechanical properties on the behavior of 3D-objects. This insight enhances the fabrication process and contributes to the development of innovative products that align with customer expectations and industry standards.",Facility Design,75,631
Simulation based optimal insulin infusion pump controller design with reinforcement learning," The development of control systems to achieve desired responses from mathematical models representing the interaction between glucose and insulin within the human body are garnering attention to help with understanding this dynamic environment. These control systems have the main objective of controlling the injection of insulin to maintain plasma glucose concentrations within a healthy range, and reinforcement learning (RL) has emerged as a potential option. RL utilizes a continuously adapting learning agent to apply an action to an environment based on its current state that will induce change in the environment and lead to reinforcement by the environment onto the agent based on the result. RL is used in this study to achieve the purpose of producing an optimal insulin infusion profile in response to an increasing plasma glucose environment, such as seen after eating a meal. An optimal insulin infusion profile for this study is described as delivering the smallest total concentration of insulin while avoiding hyperglycemic and hypoglycemic states as well as stabilizing plasma glucose to basal levels in 90 minutes. Applying the minimal amount of insulin to effectively control plasma glucose concentrations is important to decrease potential insulin resistance from cells and allow for the effective treatment of diabetes for the duration of someone’s life. The RL insulin infusion profile will be compared to a profile produced from a Proportional-Integral-Derivative (PID) controller, which utilizes a Simulink autotuner, by analyzing the area under curve for each profile to determine if RL is appropriate for this situation.",Simulation Models in Health Systems,206,632
Privacy-Preserving Load Forecasting via Personalized Model Obfuscation," The widespread adoption of smart meters provides access to detailed and localized load consumption data, suitable for training building-level load forecasting models. To mitigate privacy concerns stemming from model-induced data leakage, federated learning (FL) has been proposed. This paper addresses the performance challenges of short-term load forecasting models trained with FL on heterogeneous data, emphasizing privacy preservation through model obfuscation. Our proposed algorithm, Privacy Preserving Federated Learning (PPFL), incorporates personalization layers for localized training at each smart meter. Additionally, we employ a differentially private mechanism to safeguard against data leakage from shared layers. Simulations on the NREL ComStock dataset corroborate the effectiveness of our approach.",Privacy and Security in Power Systems,173,633
Multimodal probabilistic modeling of COVID19 density map," Inspired by the physics of optimal imaging, this paper presents a novel approach to simulate the COVID19 cases for statistical estimation and modeling of the multimodal probability distribution function (PDF) of a COVID19 density map. First, we simulate a large number of COVID19 cases as independent and identically distributed (iid) random samples drawn from the multimodal PDF of a COVID19 density map. Second, we propose a new Gaussian mixture model to estimate the multimodal PDF of COVID19 cases via the expectation-maximization procedure. Third, we leverage the estimated Gaussian mixture model to investigate the geometric variations of COVID19 density maps.",Healthcare V,89,634
Spiking Neural Network for Identification of Future Influenza Strains in the United States," As influenza strains rapidly evolve, a spiked neural network perspective would be beneficial to identify which strains would be most prevalent among various locations. This allows for tracking strain development and prediction of strain prevalence along with the framework to predict strain morphology. Influenza accounts for significant deaths, sickness, and costs to both national and local governments year after year. Predicting incidences and strains will allow public health officials to better prepare for novel strains. The approach to use Spiking Neural Networks (SNN) on influenza data has yet to be attempted. SNNs allow for increased computational efficiency and more accurate prediction due to the nature of spiked neural networks. This leads to better prediction of certain strains along with computational efficiency of spiking neural networks.",Healthcare V,89,635
A Simulation Based Metaheuristic for Workforce Allocation in Airport Screening Facilities," This study introduces a simulation-based metaheuristic designed to enhance the efficiency of airport checkpoints. The utilization of simulation-optimization proves effective in addressing challenges associated with data uncertainties that unfold over time. This is particularly pertinent in the context of airport security checkpoints, where predicting passenger arrival times is challenging, necessitating advance scheduling of equipment and human resources. This work incorporates uncertainties related to future passenger arrivals, as well as the availability and performance levels of resources, into the computation of schedules and area assignments. A case study is presented for an airport with two security checkpoints. The computational results demonstrate the efficacy of the simulation-optimization strategy in optimizing resource allocation for airport checkpoints. By developing innovative decision-making models that leverage technology and knowledge, this research aims to enhance the overall operational effectiveness of airport security checkpoints.",Decision Support,39,636
Co-Simulation Model to Evaluate the Impact of Nudges on Occupant Behavior in Smart Buildings," This paper presents a co-simulation model that integrates EnergyPlus and AnyLogic as a testbed to investigate the nexus between energy use and occupant behavior in buildings. More specifically, this model proposes to simulate occupant behavior in terms of their environmental and demographic profiles, their indoor activities, their perception of thermal comfort, their ability to adjust the temperature setpoint (i.e., thermostat) and their clothing, as well as external incentives or nudges used to influence their energy consumption. Anylogic is used to simulate occupant behavior; EnergyPlus is used to simulate the building environment (thermal control and energy use); and Python is used to coordinate both simulation models. A key innovation of this project is the modeling of external interventions, such as an energy consumption ranking system, economic incentives, or energy management decisions, to balance occupant comfort with reduced energy consumption. Preliminary results show how these interventions can influence occupant behavior and energy use, highlighting the method's potential for real-time management, energy reduction, and applications in smart energy management and building automation systems. The long-term goal of this tool is to investigate the potential of nudges to smooth and reduce energy consumption in a multi-occupant building.",Modeling Human Behavior,148,637
Integrating UX Journey Mapping with Systems Theory Behavior Over Time Graphs to Explore the Complexities of Identity Formation.," Literature on professional identity formation is broad and complex. Currently, researcher identity development is an important topic that is beginning to be studied in different educational areas, including industrial and system engineering. Documenting researcher identity development is critical for designing student-centered programs. This is particularly crucial in doctoral students, as it may contribute to appropriate professional development support delivered by graduate programs. To properly analyze identity development, investigators have used tools from user experience (UX) methods such as journey mapping, which are invaluable. Journey maps document and visualize the steps that the “users” (in this case, novice researchers) take to achieve a goal, including the process that developing professionals undergo to become experts in their respective fields. Meanwhile, investigators have also used Behavior Over Time (BOT) Graphs in Systems Theory research, which assist in analyzing individual and organizational behavior trends over time. BOT graphs are also effective tools for tracking complex social behaviors. This paper proposes the potential to bridge gaps between UX and Systems Theory research methods, through their integrated application to understand researcher identity formation in doctoral engineering students. This integrated application offers a nuanced perspective on the formation of professional identity. This study benefits researchers by offering insights into new potential methodological approaches for mapping complex situations and behaviors. The examples provided in this paper focus on doctoral researcher identity formation but are not limited to this area of endeavor. Practitioners and researchers can apply the proposed approach in various contexts, within and outside of engineering.",Engineering Identity & Global Engineering Education,68,638
Improved Intel's Substrate Capacity Analysis and Future Substrate Factory Design and Decision using Capacity Equivalent Dashboard," Substrates, integral in linking the die to the motherboard, constitute the second most costly asset at Intel. Planning their capacity and future manufacturing sites is intricate: with over a hundred projected substrate products per cycle, each possessing distinct package design attributes influencing capacity and diverse capacity requisites. Distribution of manufacturing capacity for these substrates spans across multiple suppliers, each operating a network of factories tailored to specific product types and capacity levels. The establishment of a new factory embodies a substantial Intel capital investment, entailing a three-year lead time. Anticipated product mix and volume forecasts indicate a surge in capacity requirements, reflecting a 1.8x growth in necessary capacity since 2018. Numerous forthcoming factories are forecasted, with several already in the ramp-up phase. The preceding capacity analysis method lacked robustness to assess scaled data comprehensively, evaluate sensitivity factors impacting capacity demands, and often incurred lengthy processing times for simple requests. A prompt, consistent, and reliable methodology was imperative to analyze immediate capacity concerns, synchronize with supplier responses, and facilitate swift What-If simulations for assessing the impact of factory ramp-up and capacity scenarios with diverse product mixes and attributes.",Manufacturing I,135,639
Using living labs as a mean of IoT transfer of expertise.," This industry-academia transfer of expertise is very important, especially for front-end innovation projects. The aim of this work is to highlight effective practices for transferring IoT expertise and/or knowledge. In this context, our methodological approach is qualitative. We will mainly use Living Lab approach, in which users are no longer seen as an object of investigation but as key players in the innovation process. This approach which values open innovation, was highlighted by Thomas Edison, who said: ""the value of an idea lies in the using of it"". In this research approach characterized by “users as innovators” cooperating in an open and independent research environment we aim to envision, design, develop, test and validate emerging IoT applications – as well as build and transfer expertise and knowledge. Frameworks and procedures for teaching/learning IoT solutions are therefore important for users and learners. From a skills development perspective, we will leverage the infrastructure deployed at an IoT lab based at a university in Montréal and present a case study on the development of an innovative smart shelf solution using RFID technologies.","Internet of Things (IoT) Technology: Tools, Management & Applications",116,640
Bibliometric analysis of burnout studies before and after COVID-19 reveals themes and opportunities for interventions.," Recent reports suggest a relationship between COVID-19 and increasing rates of burnout among healthcare professionals, resulting in problems such as employee turnover, missed care, and societal costs. The purpose of our study is to determine if there are significant differences between the topics studied about burnout in the healthcare industry before and after the COVID-19 pandemic. The terms ""burnout"" and ""healthcare"" were used to perform a literature search in the Web of Science database. To facilitate comparison of themes, the search results were divided into two major time periods: before (1993-2019) and after (2020-2023) COVID-19. A bibliometric co-occurrence analysis of these publications was performed using VOSViewer. A sample of 1000 keywords were compared to identify similarities and differences in burnout related topics studied during the two time periods. Findings indicate that 64% of the articles were published during the COVID-19 period. Furthermore, 492 of the keywords presented in these studies were similar for both time periods, focusing on topics such as bullying, coping mechanisms, job demands, and workplace conditions. While Alzheimer's disease, substance use disorders, and workaholism dominated study topics from 1993 to 2019, the post-pandemic period saw an increase in research on workplace aggressions, emerging technologies such as telemedicine and virtual reality, and studies directly related to COVID-19. Our study findings indicate that there was awareness about burnout in healthcare professionals even prior to the pandemic. Although numerous studies have examined strategies for reducing burnout, the effectiveness of these strategies and barriers to implementing them needs further study.",Emergency Response and Preparedness  in Health Systems,60,641
Accessibility evaluation of state public health department dashboards during the COVID-19 pandemic," Dashboards became important during the COVID-19 pandemic. Given the significance of these dashboards to public health, ensuring their accessibility is crucial. The purpose of this study is to evaluate the accessibility of COVID-19 data dashboards on the websites of 51 public health agencies in the U.S. To assess the accessibility of the dashboards, we used the Web Access Checker tool AChecker. We evaluated violations of WCAG 2.0 guidelines at the A, AA and AAA levels in each of the 51 websites containing dashboards. The analyses show the extent to which the websites adhere to WCAG 2.0 guidelines at the A, AA, and AAA levels. The accessibility principles evaluated are known as POUR which stands for perceivable, operable, understandable, and robust. To differing degrees, all websites violated all four POUR accessibility principles, with the highest number of problems occurring in adhering to the perceivability and operability principles. At the lowest A level, most dashboards lacked alternative text, alternative ways of displaying content, and descriptions about the purpose of each link. Similarly, websites contained problems with language, user input labels, and resizing. At the AA level and AAA level, contrast ratio, resizing and navigational issues were prevalent on the websites.To ensure that all individuals can make more informed decisions without having to rely on unofficial or secondhand information, it is imperative that public health agencies make accessibility a priority when developing websites for disseminating public health information.",Work systems and services for Human Factors and Ergonomics,242,642
Design of Reliable Pricing in Residential Electricity Distribution," This talk presents studies of residential users' electricity consumption in response to time-of-day pricing under demand response in a smart grid. To provide a reliable pricing scheme, this study considered both rational and irrational human decision making. Multilevel optimization models are built to tackle this challenge, which comes with a catch, being difficult to solve. By leveraging hidden convexity, a Lagrangian cutting plane method is tested. Both computational and managerial insights have been drawn from this study for both academia and industry practitioners.",Policy-driven Decision Making,168,643
Using IoT technologies and simulation as building blocks for a Digital Twin in a clinical care environment," With the fast development of analytical capabilities as well as the Internet of Things (IoT) technologies and the potential of automated real-time data gathering, allowing decision makers to take advantage of real-time visibility on their processes, the rise of Digital Twins (DT) has attracted several research interests. Indeed, DT are listed among the highest technological trends managers and researchers cannot afford to ignore for the near future. While the application of DT in healthcare is mainly focused on the digital patient, our research project analyzes the impact of applying DTs for improving healthcare daily operations management. In this research paper, we analyze the impact of using a DT in a clinic that provides care and support services to marginalized people suffering from addiction. Following a ""design science"" research approach, we develop (i) an IoT prototype for real-time patient and resource tracking, (ii) a hybrid simulation model to represent clinic’s daily operations, and (iii) build our DT prototype. Our IoT Lab is used as a testbed research environment to develop the IoT infrastructure and simulate the implementation of the DT. While the prototype is developed for a specific clinic, the approach can be applied to any other healthcare operational environment where real-time visibility and decision support based on simulation is needed.","Internet of Things (IoT) Technology: Tools, Management & Applications",116,644
Weather Prediction using Machine Learning and Markov Chains," This research aims to apply machine learning and Markov chains in a novel way, and weather prediction is taken as a case. Through the use of historical weather data, precise machine learning models are created for each country, and the developed model provides a cutting-edge method for very accurate, real-time weather predictions. In addition to forecasting weather, the system also provides transition probabilities between different weather states. This system, which is easy to use and emphasizes accuracy and dependability, is a great resource for decision-making in areas such as transportation, agriculture, and emergency preparedness. Finally, this research addresses the drawbacks of conventional weather forecasting, making a substantial contribution to well-informed planning and the welfare of society.",Energy & Environment II,63,645
Pedestrians Interaction with Automated Driving Systems: Design of External Communication Interface," In 2022, over 40,000 pedestrians were killed in traffic accidents caused by human error (1). Level-5 Automated Driving Systems (ADSs) have the potential to create safer roads by eliminating human errors (2). However, this can only happen if they are well integrated in the transportation system. While the development and deployment of level-5 ADSs have been improved, the interactions between pedestrians and ADSs are not fully understood, despite pedestrians being the most vulnerable road users. This study investigated the factors that affect pedestrians' acceptance of level-5 ADSs and design features for safe and efficient external human-machine interfaces (eHMIs) to facilitate communication. A survey was conducted with 37 participants to investigate the impact of pedestrians’ background, behaviors, and personal innovativeness on ADS acceptance. A follow-up lab study was performed with 70 participants to determine effective eHMI design features. It was found that there was no effect of background information on the acceptance factors or behavioral intention to cross in front of level-5 ADSs, though pedestrian behaviors and personal innovativeness had a significant effect. In the eHMI lab study, both visual and auditory features were used to create eHMIs including external speedometers, audio cues giving advice to pedestrians, and a method of indicating the driving system was level-5 ADSs. This study gives recommendations about the effect of pedestrians’ background, behaviors, and personal innovativeness on eHMI acceptance and intention to cross the street in front of level-5 ADSs as well as several key visual and auditory features pedestrians included in eHMIs.",Diverse Topics for Human Factors and Ergonomics 2,56,646
Contribution of the Systems Approach to Quality Management in Manufacturing: The Case of Human Error Analysis in Complex Manual Assembly," Human error is considered one of the main causes of quality problems in complex manual assembly. The origin of human error is associated with various factors in the work environment that can influence workers' performance and increase the probability of errors, thus decreasing human reliability. Factors that influence human reliability have been studied by the discipline of ergonomics and human factors for at least 40 years, particularly in safety critical domains (nuclear, petrochemical, aviation). While human reliability methods can make an important contribution to the analysis of assembly errors in manufacturing, they primarily focus on factors directly influencing worker performance and do not include factors associated with the socio-technical system. Therefore, the use of systemic methods of human error analysis is a fundamental contribution to quality management in manufacturing. These methods can shed light on influencing factors at higher levels of the organizational structure, which can support decision-making by managers. In this paper, we present a reflection and comparison on the use of three systemic methods for the analysis of human error in manual assembly: AcciMap, STAMP, and HFACS.",Cognitive Ergonomics,27,647
Optimal and Personalized Dose Determination for Patients with Thyroid Hormone Disorders Using Deep Learning-Based Survival Analysis," This study introduces a new recommendation methodology for determining the initial medication dosages for hypothyroidism patients. While the significance of precise initial dosing cannot be overstated, the current practice for hyperthyroidism relies on simplistic formulas or physician expertise. Leveraging clinical trial data from 80 actual hyperthyroidism patients at Thyroscope Inc. and Seoul National University Bundang Hospital (SNUBH), we constructed a time-to-event dataset, defining recovery after medication initiation as an event. Building upon this dataset, we developed an innovative deep survival analysis methodology for determining initial medication dosages. Experimental results reveal an average 16% improvement in survival probability compared to conventional methods, showcasing the potential impact on enhancing treatment efficacy and patient outcomes.",Patient Care and Treatment II,161,648
Implementing the Hybrid Virtual Nursing Care Model in Acute Care Settings for Admission and Discharge Tasks," Nationwide, hospitals are grappling with a mounting nursing shortage, primarily fueled by burnout and the educational gap between seasoned nurses and recent graduates. This pilot study aims to introduce the hybrid virtual nursing care model with a focus on admission and discharge tasks. The hybrid virtual nursing care model was implemented on two units within a rural hospital in the southeastern United States. The study's core methodology involved conducting time studies to identify and measure various tasks performed by both virtual and bedside nurses. Detailed time-stamped flowcharts were developed based on observations, capturing the flow and duration of key tasks associated with admissions and discharges. The research findings indicate a reduction in the time required for admissions and discharges with the implementation of the hybrid virtual nursing care model. The choice of technology, whether tablets or TV kits, emerged as a critical factor influencing the time-saving aspect. Additionally, the study highlighted the importance of pre-existing workplace culture and the presence of project champions. Additionally, vital qualities for virtual nurses surfaced, including multitasking skills and effective communication, both emotionally and clearly, in conveying messages to patients and caregivers virtually. The impact of the hybrid virtual nursing care model is promising in healthcare. Beyond admissions and discharges, it could expedite medication confirmations and deliver comprehensive education to patients and caregivers without burdening bedside nurses. The model holds potential to revolutionize various aspects of healthcare delivery.",Home and Mobile Health Systems,92,649
Understanding and Identifying Pharmaceutical Supply Risks for the Department of Defense," This systematic literature review delves into the intricate dynamics of pharmaceutical supply chains (PSCs) to identify and evaluate risks across various stages of the supply chain. The paper aims to establish a comprehensive understanding of the challenges inherent in both military and civilian PSCs by comparing the unique challenges faced by each PSCs. While civilian pharmaceutical supply chains focus on commercial viability, regulatory compliance, and widespread distribution to healthcare facilities, military supply chains demand rapid response capabilities, stringent security measures, and adaptability in challenging environments. By highlighting similarities and differences between these sectors, the study aims to derive insights for developing strategies that enhance resilience and mitigate risks in both military and civilian pharmaceutical supply chains. The findings seek to offer actionable insights to policymakers, industry practitioners, and researchers, fostering improved decision-making and bolstering resilience against evolving challenges in pharmaceutical supply chains.",Healthcare Supply Chain,88,650
A Metrology Inspection Guide for Informed Decision-Making and Process Optimization in Small and Medium Manufacturers," In the context of modern manufacturing, the imperative need to ensure product quality and precision has driven the adoption of proactive in-process inspection, particularly through automated means like Coordinate Measurement Machines (CMMs) and Blue Light Scanning systems. However, understanding the capabilities and suitability of these systems for various part geometrical characteristics poses a challenge. This paper presents the concept of a ""Metrology Inspection Guide"" tailored for Small and Medium Manufacturers (SMMs) to facilitate informed decision-making, enhance data collection efficiency, and optimize manufacturing processes. By replacing trial-and-error approaches, this guide aims to boost productivity, reduce defects, minimize rework, and promote cost-effective manufacturing in the Industry 4.0 landscape. The project's scope involves creating a standardized framework for comparing CMMs and Blue Light Scanning systems across diverse part geometrical characteristics, offering clarity to SMMs, and providing comprehensive experiment notes and system recommendations based on part characteristics and volume.",Advanced Topics of QCRE III,9,651
Mixed-initiative system for combined planning and scheduling.," Creating a master production schedule is crucial since it outlines the timing of production activities, taking into account resource availability, capacity constraints, and dependencies. Generating a production schedule can be done using a constraint programming model that may identify multiple feasible solutions, not all of which consider the planner's preferences.This study is motivated by the need of an industrial partner to automatically schedule production activities, while enabling the user to reschedule some activities without compromising the solution’s validity. In pursuit of this goal, we propose to develop a Mixed-Initiative System to combine planning and scheduling. The mixed-initiative system enables the user to plan by testing various changes to the solution in what-if mode, while maintaining the validity of the schedule. First, a constraint programming model with a large neighborhood search heuristic is used to generate a first solution. If the solution does not satisfy the user’s requirements, a linear model is solved and returns a new solution within a reasonable time according to the user's preference. Interactions must not only meet the user's needs, but also be as fast as possible. Thus, a User Interface (UI) is designed to improve the user’s experience and remove usability barriers, relying on Human-Computer Interaction (HCI) and user experience (UX) designs as the fundamental aspects of the conception process. The Mixed-Initiative System developed is tested with the industrial partner and is considered quite satisfactory by different users and can be generalized to other operations scheduling and planning problems.","Digital Innovation in Supply Chain Management: Simulation, Decision Support, and Shared Tools",44,652
Bridging the Gap: Aligning Manufacturing Industry Recruitment Strategies with the Aspirations and Preferences of Generation Z," Over the past four decades, the manufacturing industry has experienced a prolonged decline, triggering widespread repercussions across various sectors. As the companies hope for an influx of new employees, and job vacancies continue to rise, it is imperative for manufacturing companies to actively engage Generation Z in pursuing careers within manufacturing. This research project aims to reveal the gap between the aspirations and expectations of these generations and the current recruitment strategies employed by the local manufacturing sector for talent attraction. Drawing upon insights from previous research that delves into the psychological nuances, communication preferences, habits, and attitudes of Generation Z, this study will juxtapose these findings with the existing efforts of the manufacturing industry in recruiting these cohorts. By analyzing the survey results conducted with small to medium-sized manufacturing companies in the Auburn, Alabama area, this paper seeks to identify any disparities between the industry’s practices and the preferences of the target demographic and provide data to help bridge the gap.",Industry-Academia Collaboration in Education,103,653
Linear Approximations for Stochastic Serial Network Performance," Many systems are characterized by the flow of entities through a network of servers. Systems may have random, nonstationary interarrival times and arrival group sizes, stochastic service times, parallel servers, and finite buffers that induce blocking. Representative systems include the flow of batches or material through a manufacturing system, the processing of paperwork through a service system, or passengers passing through a security screening checkpoint. In all cases, the flow is subject to conservation equations that can be used to develop deterministic approximations of the actual throughput rates, queue lengths, and throughput times associated with a particular network architecture and parameterization. In this paper, a computationally efficient, deterministic approximation of stochastic network performance is proposed and evaluated for serial systems. Nonstationary arrival rates and arrival rates that temporarily exceed service capacity are modeled with discrete periods. Arrival rates within each period are set equal to the distributional mean at that time. Throughput is limited by arrival rates at each stage from outside the system or prior stages, service capacity and possible blocking after service. Two stage and four stage systems are examined with balanced and unbalanced capacity, and with finite and infinite buffers. Queue lengths and throughput times are tracked by period. Performance of the approximation is compared to stochastic simulation for a variety of cases including constant and sinusoidal arrival patterns with various levels of average utilization. The approximations are shown to work well for estimating throughput times and, under certain conditions, queue lengths.",Risk Management,195,654
Identifying the Most Important Drivers of a Culture of Continuous Improvement via Regression Models," Ever since lean management was introduced, the topics of a culture of continuous improvement and lean management tools have been widely researched and implemented across various types of organizations. However, there is a lack of empirical studies that investigate the most important drivers for creating, growing, and sustaining a culture of continuous improvement. This paper will systematically investigate the significance of different potential drivers of a culture of continuous improvement using data from over 30 teams within the material handling industry. All these teams are supported by the organization’s lean management team and encompass various aspects of the company’s responsibilities, but are mostly based in the corporate office and not operations team. Potential factors or drivers of culture will be determined from pre-existing KPIs and through brainstorming sessions with the lean management team. To examine these factors, linear regression and pre-trained transformer models will be applied to calculate weights of significance or correlation for each factor in consideration of each team's overall grade. Grades will be determined from the average grades given by the five lean management experts. This paper will provide valuable insights backed by data into what the most important drivers of a culture of continuous improvement are, allowing people from any organization to take a targeted and effective approach into implementing and sustaining that culture.",Organizational Culture,157,655
